mac1;mac2;similaridade
28:37:37:04:09:26;e8:06:88:15:16:13;0.372455
28:37:37:04:09:26;44:a4:2d:05:88:22;0.600126
28:37:37:04:09:26;98:0c:82:11:25:09;0.378908
cc:08:e0:13:48:81;b8:8d:12:12:62:32;0.333877
cc:08:e0:13:48:81;28:cf:da:04:19:92;0.292180
cc:08:e0:13:48:81;6c:c2:6b:08:64:76;0.406845
cc:08:e0:13:48:81;d8:a2:5e:14:31:98;0.292180
cc:08:e0:13:48:81;54:26:96:06:79:94;0.292180
cc:08:e0:13:48:81;34:15:9e:04:66:72;0.333877
cc:08:e0:13:48:81;10:9a:dd:02:39:84;0.292180
28:e0:2c:04:32:69;e8:06:88:15:16:13;0.395103
28:e0:2c:04:32:69;44:a4:2d:05:88:22;0.395103
b8:8d:12:12:62:32;28:37:37:04:11:57;0.378831
b8:8d:12:12:62:32;5c:59:48:07:38:43;0.424827
b8:8d:12:12:62:32;44:a4:2d:05:88:22;0.606501
b8:8d:12:12:62:32;34:15:9e:04:66:72;0.333877
18:34:51:03:07:89;44:a4:2d:05:88:22;0.402378
28:37:37:04:11:57;00:26:b0:00:90:40;0.381429
28:37:37:04:11:57;58:1f:aa:06:91:99;0.381429
28:37:37:04:11:57;44:a4:2d:05:88:22;0.500284
30:85:a9:04:54:69;d8:9e:3f:14:11:76;0.754497
7c:11:be:09:65:68;cc:08:e0:13:54:74;0.315526
7c:11:be:09:65:68;e4:ce:8f:15:09:65;0.315526
7c:11:be:09:65:68;58:1f:aa:06:95:90;0.315526
5c:59:48:07:39:14;d8:a2:5e:14:31:56;0.309016
5c:59:48:07:39:14;14:10:9f:02:47:80;0.309016
5c:59:48:07:39:14;64:b9:e8:08:06:99;0.338906
5c:59:48:07:39:14;d8:a2:5e:14:30:99;0.309016
5c:59:48:07:39:14;40:a6:d9:05:57:40;0.309016
5c:59:48:07:39:14;14:10:9f:02:50:48;0.309016
5c:59:48:07:39:14;d8:9e:3f:14:11:76;0.338906
d8:a2:5e:14:31:56;0c:74:c2:02:15:09;0.294275
d8:a2:5e:14:31:56;58:55:ca:07:01:87;0.294275
d8:a2:5e:14:31:56;14:10:9f:02:47:80;0.309016
d8:a2:5e:14:31:56;d8:a2:5e:14:30:99;0.430470
d8:a2:5e:14:31:56;00:23:12:00:56:34;0.632652
d8:a2:5e:14:31:56;40:a6:d9:05:57:40;0.430470
d8:a2:5e:14:31:56;98:52:b1:11:40:43;0.400229
d8:a2:5e:14:31:56;14:10:9f:02:50:48;0.309016
d8:a2:5e:14:31:56;58:1f:aa:06:91:99;0.570936
0c:74:c2:02:15:09;58:55:ca:07:01:87;0.294275
0c:74:c2:02:15:09;64:e6:82:08:16:44;0.754497
0c:74:c2:02:15:09;00:23:12:00:56:34;0.294275
0c:74:c2:02:15:09;e8:06:88:15:16:13;0.550551
0c:74:c2:02:15:09;58:1f:aa:06:91:99;0.294275
cc:08:e0:13:54:74;50:ea:d6:06:62:84;0.448269
cc:08:e0:13:54:74;00:23:12:00:56:34;0.479774
cc:08:e0:13:54:74;e4:ce:8f:15:09:65;0.315526
cc:08:e0:13:54:74;58:1f:aa:06:95:90;0.671733
cc:08:e0:13:54:74;6c:c2:6b:08:64:76;0.448269
ec:85:2f:15:41:12;7c:c5:37:09:81:45;0.411815
ec:85:2f:15:41:12;44:a4:2d:05:88:22;0.368996
40:30:04:05:47:38;20:64:32:03:83:44;0.393772
00:26:b0:00:90:40;10:93:e9:02:35:94;0.351238
00:26:b0:00:90:40;60:21:c0:07:67:06;0.351238
00:26:b0:00:90:40;00:37:6d:01:00:45;0.331582
00:26:b0:00:90:40;58:1f:aa:06:95:90;0.300751
00:26:b0:00:90:40;98:52:b1:11:40:43;0.453035
00:26:b0:00:90:40;e8:06:88:15:16:13;0.406600
00:26:b0:00:90:40;14:5a:05:02:62:16;0.351238
00:26:b0:00:90:40;58:1f:aa:06:91:99;0.381429
00:26:b0:00:90:40;44:a4:2d:05:88:22;0.528053
28:cf:da:04:19:92;14:10:9f:02:47:80;0.554244
28:cf:da:04:19:92;6c:c2:6b:08:64:76;0.292180
28:cf:da:04:19:92;d8:a2:5e:14:31:98;0.292180
28:cf:da:04:19:92;54:26:96:06:79:94;0.292180
28:cf:da:04:19:92;10:9a:dd:02:39:84;0.292180
54:26:96:06:74:50;50:ea:d6:06:55:16;0.379525
54:26:96:06:74:50;7c:c5:37:09:81:45;0.456901
54:26:96:06:74:50;d8:9e:3f:14:11:76;0.316994
54:26:96:06:74:50;44:a4:2d:05:88:22;0.369933
54:26:96:06:74:50;54:26:96:06:79:94;0.379525
7c:11:be:09:69:49;58:1f:aa:06:95:02;0.554244
14:7d:c5:02:70:43;50:ea:d6:06:55:16;0.397794
14:7d:c5:02:70:43;b8:ff:61:12:74:69;0.523060
14:7d:c5:02:70:43;64:e6:82:08:16:44;1.123567
14:7d:c5:02:70:43;a8:fa:d8:12:20:97;0.375020
10:93:e9:02:35:94;60:21:c0:07:67:06;0.499278
10:93:e9:02:35:94;c8:bc:c8:13:41:40;0.390463
10:93:e9:02:35:94;14:5a:05:02:62:16;0.499278
50:ea:d6:06:55:16;b8:ff:61:12:74:69;0.521770
50:ea:d6:06:55:16;cc:08:e0:13:50:32;0.295009
50:ea:d6:06:55:16;00:c6:10:01:32:47;1.123567
50:ea:d6:06:55:16;1c:ab:a7:03:56:90;0.398469
50:ea:d6:06:55:16;e8:06:88:15:16:13;0.395584
50:ea:d6:06:55:16;44:a4:2d:05:88:22;0.373729
50:ea:d6:06:55:16;54:26:96:06:79:94;0.379525
84:51:81:10:12:82;88:c6:63:10:51:14;3.336313
b8:ff:61:12:74:69;5c:59:48:07:38:43;0.372809
b8:ff:61:12:74:69;a8:fa:d8:12:20:97;0.375020
b8:ff:61:12:74:69;e8:06:88:15:16:13;0.395584
b8:ff:61:12:74:69;44:a4:2d:05:88:22;0.373729
7c:c5:37:09:81:45;50:ea:d6:06:62:84;0.442422
7c:c5:37:09:81:45;00:23:12:00:56:34;0.323567
7c:c5:37:09:81:45;a8:fa:d8:12:20:97;0.323567
7c:c5:37:09:81:45;d8:9e:3f:14:11:76;0.406694
7c:c5:37:09:81:45;44:a4:2d:05:88:22;0.566398
7c:c5:37:09:81:45;98:0c:82:11:25:09;0.442422
28:98:7b:04:16:52;d8:a2:5e:14:31:98;0.338906
58:55:ca:07:01:87;00:23:12:00:56:34;0.419187
58:55:ca:07:01:87;14:5a:05:02:62:16;0.358976
58:55:ca:07:01:87;58:1f:aa:06:91:99;0.294275
14:10:9f:02:47:80;d8:a2:5e:14:30:99;0.309016
14:10:9f:02:47:80;40:a6:d9:05:57:40;0.309016
14:10:9f:02:47:80;14:10:9f:02:50:48;0.309016
14:10:9f:02:47:80;e8:06:88:15:12:07;0.363380
60:21:c0:07:67:06;14:5a:05:02:62:16;0.499278
64:b9:e8:08:06:99;00:23:12:00:56:34;0.305655
64:b9:e8:08:06:99;d8:9e:3f:14:11:76;0.338906
64:b9:e8:08:06:99;b8:ff:61:12:74:93;0.305655
50:ea:d6:06:62:84;00:23:12:00:56:34;0.323567
50:ea:d6:06:62:84;6c:c2:6b:08:64:76;0.611420
50:ea:d6:06:62:84;44:a4:2d:05:88:22;0.442422
50:ea:d6:06:62:84;98:0c:82:11:25:09;0.583098
cc:08:e0:13:50:32;3c:e0:72:05:39:40;0.363380
cc:08:e0:13:50:32;40:a6:d9:05:57:40;0.363380
24:ab:81:04:05:93;44:a4:2d:05:88:22;0.390882
14:8f:c6:02:87:88;d8:a2:5e:14:30:99;0.316994
14:8f:c6:02:87:88;00:c6:10:01:32:47;0.379525
14:8f:c6:02:87:88;00:23:12:00:56:34;0.316994
14:8f:c6:02:87:88;14:5a:05:02:57:05;0.363380
14:8f:c6:02:87:88;40:a6:d9:05:57:40;0.363380
14:8f:c6:02:87:88;70:73:cb:08:86:75;0.363380
14:8f:c6:02:87:88;5c:59:48:07:41:15;0.413580
14:8f:c6:02:87:88;6c:c2:6b:08:64:76;0.526531
d8:a2:5e:14:30:99;00:23:12:00:56:34;0.816994
d8:a2:5e:14:30:99;40:a6:d9:05:57:40;0.430470
d8:a2:5e:14:30:99;14:10:9f:02:50:48;0.309016
5c:59:48:07:38:43;e8:06:88:15:16:13;0.383952
5c:59:48:07:38:43;44:a4:2d:05:88:22;0.383952
5c:59:48:07:38:43;3c:e0:72:05:43:86;0.385242
10:40:f3:02:31:16;34:15:9e:04:66:72;1.123567
00:23:12:00:56:34;58:1f:aa:06:95:90;0.479774
00:23:12:00:56:34;58:1f:aa:06:91:99;0.449483
00:23:12:00:56:34;44:a4:2d:05:88:22;0.448479
00:23:12:00:56:34;b8:ff:61:12:74:93;0.305655
00:23:12:00:56:34;98:0c:82:11:25:09;0.323567
3c:e0:72:05:39:40;40:a6:d9:05:57:40;0.363380
00:37:6d:01:00:45;98:52:b1:11:40:43;0.331582
e4:ce:8f:15:09:65;58:1f:aa:06:95:90;0.315526
14:5a:05:02:57:05;40:a6:d9:05:57:40;0.363380
14:5a:05:02:57:05;70:73:cb:08:86:75;0.363380
14:5a:05:02:57:05;6c:c2:6b:08:64:76;0.363380
40:a6:d9:05:57:40;70:73:cb:08:86:75;0.363380
40:a6:d9:05:57:40;14:10:9f:02:50:48;0.309016
40:a6:d9:05:57:40;5c:59:48:07:41:15;0.373567
40:a6:d9:05:57:40;6c:c2:6b:08:64:76;0.363380
98:52:b1:11:40:43;58:1f:aa:06:91:99;0.400229
98:52:b1:11:40:43;44:a4:2d:05:88:22;1.018352
70:73:cb:08:86:75;6c:c2:6b:08:64:76;0.363380
20:64:32:03:83:44;e8:06:88:15:16:13;0.396520
6c:c2:6b:08:64:76;d8:a2:5e:14:31:98;0.292180
6c:c2:6b:08:64:76;54:26:96:06:79:94;0.455332
6c:c2:6b:08:64:76;10:9a:dd:02:39:84;0.292180
6c:c2:6b:08:64:76;98:0c:82:11:25:09;0.357087
d8:a2:5e:14:31:98;54:26:96:06:79:94;0.292180
d8:a2:5e:14:31:98;10:9a:dd:02:39:84;0.292180
e8:06:88:15:16:13;44:a4:2d:05:88:22;0.655488
e8:06:88:15:16:13;3c:e0:72:05:43:86;0.384888
58:1f:aa:06:91:99;44:a4:2d:05:88:22;0.381429
0c:77:1a:02:19:40;44:a4:2d:05:88:22;0.367334
0c:77:1a:02:19:40;3c:e0:72:05:43:86;0.373746
44:a4:2d:05:88:22;3c:e0:72:05:43:86;0.384888
44:a4:2d:05:88:22;98:0c:82:11:25:09;0.442422
54:26:96:06:79:94;10:9a:dd:02:39:84;0.292180
b8:c7:5d:12:68:67;78:a3:e4:09:42:66;1.270238
64:20:0c:07:93:71;a8:16:b2:12:03:08;0.500000
64:20:0c:07:93:71;14:5a:05:02:62:65;0.500000
64:20:0c:07:93:71;78:a3:e4:09:42:66;1.130930
a8:16:b2:12:03:08;14:5a:05:02:62:65;0.500000
a8:16:b2:12:03:08;78:a3:e4:09:42:66;0.500000
14:5a:05:02:62:65;78:a3:e4:09:42:66;0.500000
d8:9e:3f:14:27:96;a4:d1:d2:11:98:12;0.630930
d8:9e:3f:14:27:96;a0:0b:ba:11:82:45;0.630930
a4:d1:d2:11:98:12;a0:0b:ba:11:82:45;0.630930
e0:c9:7a:14:59:36;14:5a:05:02:62:16;2.624496
e0:c9:7a:14:59:36;8c:58:77:10:60:63;4.674027
14:5a:05:02:62:16;8c:58:77:10:60:63;2.624496
10:9a:dd:02:41:09;7c:c5:37:09:89:28;1.430677
e4:ce:8f:15:03:61;10:0e:2b:02:30:44;0.630930
e4:ce:8f:15:03:61;3c:d0:f8:05:34:05;0.630930
10:0e:2b:02:30:44;3c:d0:f8:05:34:05;0.630930
00:26:b0:00:91:25;8c:fa:ba:10:70:25;1.000000
c8:bc:c8:13:41:49;c4:2c:03:13:24:45;8.000000
14:10:9f:02:47:67;c8:bc:c8:13:40:81;0.500000
14:10:9f:02:47:67;b8:8d:12:12:62:25;0.500000
14:10:9f:02:47:67;74:e2:f5:09:16:57;0.500000
c8:bc:c8:13:40:81;b8:8d:12:12:62:25;0.500000
c8:bc:c8:13:40:81;74:e2:f5:09:16:57;1.254906
b8:8d:12:12:62:25;74:e2:f5:09:16:57;0.500000
20:02:af:03:67:74;dc:2b:61:14:48:31;0.630930
20:02:af:03:67:74;60:33:4b:07:72:45;0.984237
dc:2b:61:14:48:31;60:33:4b:07:72:45;0.630930
b0:79:94:12:36:09;e8:06:88:15:12:87;0.430677
b0:79:94:12:36:09;98:52:b1:11:39:08;0.941505
b0:79:94:12:36:09;10:bf:48:02:44:02;0.430677
b0:79:94:12:36:09;7c:c3:a1:09:78:35;0.430677
e8:06:88:15:12:87;98:52:b1:11:39:08;0.430677
e8:06:88:15:12:87;10:bf:48:02:44:02;0.567085
e8:06:88:15:12:87;7c:c3:a1:09:78:35;0.549472
98:52:b1:11:39:08;10:bf:48:02:44:02;0.430677
98:52:b1:11:39:08;7c:c3:a1:09:78:35;0.430677
10:bf:48:02:44:02;7c:c3:a1:09:78:35;0.430677
f4:f1:5a:16:03:26;94:94:26:11:07:57;1.000000
7c:c5:37:09:91:04;34:15:9e:04:66:72;1.000000
44:2a:60:05:82:97;64:20:0c:07:93:45;0.630930
44:2a:60:05:82:97;18:e7:f4:03:46:22;0.630930
64:20:0c:07:93:45;18:e7:f4:03:46:22;0.630930
04:1e:64:01:54:60;88:c6:63:10:47:74;3.130930
00:26:08:00:79:86;18:9e:fc:03:38:79;0.500000
00:26:08:00:79:86;e4:ce:8f:15:05:38;0.645816
00:26:08:00:79:86;98:0c:82:11:25:09;0.500000
18:9e:fc:03:38:79;e4:ce:8f:15:05:38;0.500000
18:9e:fc:03:38:79;98:0c:82:11:25:09;0.618855
e4:ce:8f:15:05:38;98:0c:82:11:25:09;0.500000
50:ea:d6:06:66:63;d8:9e:3f:14:18:23;0.500000
50:ea:d6:06:66:63;8c:7b:9d:10:66:25;0.500000
50:ea:d6:06:66:63;50:ea:d6:06:59:43;0.500000
d8:9e:3f:14:18:23;8c:7b:9d:10:66:25;0.500000
d8:9e:3f:14:18:23;50:ea:d6:06:59:43;0.500000
8c:7b:9d:10:66:25;50:ea:d6:06:59:43;0.500000
78:a3:e4:09:42:53;d8:9e:3f:14:19:73;0.630930
78:a3:e4:09:42:53;00:26:4a:00:85:26;0.630930
d8:9e:3f:14:19:73;00:26:4a:00:85:26;1.130930
60:33:4b:07:72:07;14:8f:c6:02:81:72;0.505647
60:33:4b:07:72:07;14:8f:c6:02:84:69;0.505647
60:33:4b:07:72:07;f0:4f:7c:15:50:24;0.505647
60:33:4b:07:72:07;58:55:ca:07:01:87;0.505647
7c:c5:37:09:88:25;58:55:ca:07:03:40;0.399681
7c:c5:37:09:88:25;14:8f:c6:02:81:72;0.498114
7c:c5:37:09:88:25;14:10:9f:02:48:43;0.507017
7c:c5:37:09:88:25;5c:95:ae:07:43:92;0.383450
7c:c5:37:09:88:25;14:5a:05:02:62:16;0.507017
7c:c5:37:09:88:25;0c:74:c2:02:09:23;0.607407
7c:c5:37:09:88:25;b8:c7:5d:12:66:13;1.004623
7c:c5:37:09:88:25;f0:4f:7c:15:50:24;0.399681
7c:c5:37:09:88:25;58:55:ca:07:01:87;0.358976
7c:c5:37:09:88:25;98:03:d8:11:15:27;0.498114
58:55:ca:07:03:40;b8:c7:5d:12:66:13;0.399681
58:55:ca:07:03:40;f0:4f:7c:15:50:24;0.399681
58:55:ca:07:03:40;98:03:d8:11:15:27;0.371817
14:8f:c6:02:81:72;14:10:9f:02:48:43;0.383450
14:8f:c6:02:81:72;5c:95:ae:07:43:92;0.502305
14:8f:c6:02:81:72;14:5a:05:02:62:16;0.383450
14:8f:c6:02:81:72;0c:74:c2:02:09:23;0.350073
14:8f:c6:02:81:72;b8:c7:5d:12:66:13;0.383450
14:8f:c6:02:81:72;14:8f:c6:02:84:69;0.505647
14:8f:c6:02:81:72;98:03:d8:11:19:88;0.354264
14:8f:c6:02:81:72;f0:4f:7c:15:50:24;0.624502
14:8f:c6:02:81:72;58:55:ca:07:01:87;0.505647
14:8f:c6:02:81:72;98:03:d8:11:15:27;0.498114
90:27:e4:10:89:06;98:03:d8:11:19:88;0.362270
14:10:9f:02:48:43;5c:95:ae:07:43:92;0.383450
14:10:9f:02:48:43;14:5a:05:02:62:16;0.507017
14:10:9f:02:48:43;0c:74:c2:02:09:23;0.358976
14:10:9f:02:48:43;b8:c7:5d:12:66:13;0.507017
14:10:9f:02:48:43;58:55:ca:07:01:87;0.358976
14:10:9f:02:48:43;98:03:d8:11:15:27;0.383450
5c:95:ae:07:43:92;14:5a:05:02:62:16;0.611120
5c:95:ae:07:43:92;0c:74:c2:02:09:23;0.631692
5c:95:ae:07:43:92;b8:c7:5d:12:66:13;0.383450
5c:95:ae:07:43:92;98:03:d8:11:19:88;0.354264
5c:95:ae:07:43:92;f0:4f:7c:15:50:24;0.354264
5c:95:ae:07:43:92;98:03:d8:11:15:27;0.383450
28:cf:da:04:21:41;a8:16:b2:12:03:08;0.380702
28:cf:da:04:21:41;0c:74:c2:02:09:23;0.368050
28:cf:da:04:21:41;98:03:d8:11:19:88;0.380702
28:cf:da:04:21:41;58:55:ca:07:01:87;0.531028
28:cf:da:04:21:41;98:03:d8:11:15:27;0.368050
a8:16:b2:12:03:08;98:03:d8:11:19:88;0.380702
14:5a:05:02:62:16;0c:74:c2:02:09:23;0.586646
14:5a:05:02:62:16;b8:c7:5d:12:66:13;0.507017
14:5a:05:02:62:16;14:8f:c6:02:84:69;0.377811
14:5a:05:02:62:16;58:55:ca:07:01:87;0.358976
14:5a:05:02:62:16;98:03:d8:11:15:27;0.383450
0c:74:c2:02:09:23;b8:c7:5d:12:66:13;0.358976
0c:74:c2:02:09:23;58:55:ca:07:01:87;0.358976
0c:74:c2:02:09:23;98:03:d8:11:15:27;1.113644
b8:c7:5d:12:66:13;f0:4f:7c:15:50:24;0.399681
b8:c7:5d:12:66:13;58:55:ca:07:01:87;0.358976
b8:c7:5d:12:66:13;98:03:d8:11:15:27;0.383450
14:8f:c6:02:84:69;f0:4f:7c:15:50:24;0.505647
14:8f:c6:02:84:69;58:55:ca:07:01:87;0.505647
98:03:d8:11:19:88;f0:4f:7c:15:50:24;0.354264
f0:4f:7c:15:50:24;58:55:ca:07:01:87;0.505647
78:ca:39:09:49:80;7c:11:be:09:70:94;1.000000
b8:c7:5d:12:66:55;88:c6:63:10:46:86;0.430677
b8:c7:5d:12:66:55;88:c6:63:10:52:28;0.430677
b8:c7:5d:12:66:55;0c:74:c2:02:14:32;0.430677
b8:c7:5d:12:66:55;88:c6:63:10:48:21;0.430677
88:c6:63:10:46:86;88:c6:63:10:52:28;0.681750
88:c6:63:10:46:86;0c:74:c2:02:14:32;0.679107
88:c6:63:10:46:86;88:c6:63:10:48:21;1.015842
88:c6:63:10:52:28;0c:74:c2:02:14:32;0.677982
88:c6:63:10:52:28;88:c6:63:10:48:21;0.691965
0c:74:c2:02:14:32;88:c6:63:10:48:21;0.664136
f8:1e:df:16:15:25;40:a6:d9:05:54:51;1.000000
78:ca:39:09:50:59;04:1e:64:01:50:45;4.632336
b8:8d:12:12:62:48;a0:f4:50:11:89:27;1.000000
b8:c7:5d:12:69:85;d8:9e:3f:14:30:11;1.238640
6c:c2:6b:08:71:38;24:ab:81:04:06:54;0.630930
6c:c2:6b:08:71:38;68:09:27:08:20:02;0.630930
24:ab:81:04:06:54;68:09:27:08:20:02;0.630930
10:40:f3:02:31:61;a0:6c:ec:11:83:40;0.630930
10:40:f3:02:31:61;4c:b1:99:06:25:51;0.630930
a0:6c:ec:11:83:40;4c:b1:99:06:25:51;0.630930
88:c6:63:10:45:03;00:22:41:00:49:73;0.630930
88:c6:63:10:45:03;90:27:e4:10:88:76;0.630930
00:22:41:00:49:73;90:27:e4:10:88:76;0.630930
a0:0b:ba:11:80:21;20:64:32:03:83:57;1.000000
18:9e:fc:03:36:89;a8:16:b2:12:03:68;0.886853
18:9e:fc:03:36:89;18:9e:fc:03:36:90;6.978616
18:9e:fc:03:36:89;10:93:e9:02:35:83;0.881256
a8:16:b2:12:03:68;18:9e:fc:03:36:90;0.500000
a8:16:b2:12:03:68;10:93:e9:02:35:83;0.500000
18:9e:fc:03:36:90;10:93:e9:02:35:83;0.663151
18:9e:fc:03:37:94;10:9a:dd:02:43:23;3.163151
f4:0b:93:15:94:28;70:56:81:08:80:63;2.000000
84:29:99:10:06:24;5c:59:48:07:42:01;0.630930
84:29:99:10:06:24;00:26:08:00:82:55;0.630930
5c:59:48:07:42:01;00:26:08:00:82:55;0.630930
14:10:9f:02:47:80;64:b9:e8:08:07:81;0.511129
14:10:9f:02:47:80;70:73:cb:08:86:08;0.387562
14:10:9f:02:47:80;f8:1e:df:16:09:56;0.387562
14:10:9f:02:47:80;50:ea:d6:06:57:59;0.386217
64:b9:e8:08:07:81;70:73:cb:08:86:08;0.387562
64:b9:e8:08:07:81;f8:1e:df:16:09:56;0.387562
64:b9:e8:08:07:81;50:ea:d6:06:57:59;0.386217
64:b9:e8:08:07:81;44:2a:60:05:82:71;0.446938
00:c6:10:01:33:20;70:73:cb:08:86:08;0.388835
00:c6:10:01:33:20;44:2a:60:05:82:71;0.422221
00:c6:10:01:33:20;88:c6:63:10:46:86;0.388835
70:73:cb:08:86:08;f8:1e:df:16:09:56;0.502226
70:73:cb:08:86:08;40:a6:d9:05:55:72;0.509955
70:73:cb:08:86:08;70:56:81:08:81:89;0.509955
70:73:cb:08:86:08;88:c6:63:10:46:86;0.637266
f8:1e:df:16:09:56;40:a6:d9:05:55:72;0.498767
f8:1e:df:16:09:56;70:56:81:08:81:89;0.501290
f8:1e:df:16:09:56;88:c6:63:10:46:86;0.501290
f8:1e:df:16:09:56;20:02:af:03:67:77;0.384103
40:a6:d9:05:55:72;44:2a:60:05:82:71;0.389511
40:a6:d9:05:55:72;70:56:81:08:81:89;0.509955
40:a6:d9:05:55:72;88:c6:63:10:46:86;0.377314
40:a6:d9:05:55:72;20:02:af:03:67:77;3.141894
44:2a:60:05:82:71;88:c6:63:10:46:86;0.403326
44:2a:60:05:82:71;20:02:af:03:67:77;0.389511
70:56:81:08:81:89;88:c6:63:10:46:86;0.637698
00:26:bb:00:93:76;58:1f:aa:06:93:78;0.333333
00:26:bb:00:93:76;6c:3e:6d:08:45:63;0.333333
00:26:bb:00:93:76;3c:e0:72:05:42:02;0.634363
00:26:bb:00:93:76;0c:74:c2:02:12:78;0.333333
00:26:bb:00:93:76;8c:7b:9d:10:65:14;0.923428
00:26:bb:00:93:76;e8:06:88:15:12:87;0.622398
00:26:bb:00:93:76;48:60:bc:06:04:77;0.333333
58:1f:aa:06:93:78;6c:3e:6d:08:45:63;3.460194
58:1f:aa:06:93:78;3c:e0:72:05:42:02;0.701371
58:1f:aa:06:93:78;0c:74:c2:02:12:78;0.333333
58:1f:aa:06:93:78;8c:7b:9d:10:65:14;0.333333
58:1f:aa:06:93:78;e8:06:88:15:12:87;0.577395
58:1f:aa:06:93:78;48:60:bc:06:04:77;0.333333
6c:3e:6d:08:45:63;3c:e0:72:05:42:02;0.333333
6c:3e:6d:08:45:63;0c:74:c2:02:12:78;0.333333
6c:3e:6d:08:45:63;8c:7b:9d:10:65:14;1.333333
6c:3e:6d:08:45:63;e8:06:88:15:12:87;0.333333
6c:3e:6d:08:45:63;48:60:bc:06:04:77;0.333333
3c:e0:72:05:42:02;0c:74:c2:02:12:78;0.333333
3c:e0:72:05:42:02;8c:7b:9d:10:65:14;0.634363
3c:e0:72:05:42:02;e8:06:88:15:12:87;0.713803
3c:e0:72:05:42:02;48:60:bc:06:04:77;0.454787
0c:74:c2:02:12:78;8c:7b:9d:10:65:14;0.333333
0c:74:c2:02:12:78;e8:06:88:15:12:87;0.595983
0c:74:c2:02:12:78;48:60:bc:06:04:77;0.333333
8c:7b:9d:10:65:14;e8:06:88:15:12:87;0.622398
8c:7b:9d:10:65:14;48:60:bc:06:04:77;0.333333
e8:06:88:15:12:87;48:60:bc:06:04:77;0.333333
5c:95:ae:07:43:92;0c:74:c2:02:09:23;0.631692
5c:95:ae:07:43:92;04:0c:ce:01:46:35;0.316654
5c:95:ae:07:43:92;10:9a:dd:02:39:84;0.316654
5c:95:ae:07:43:92;b8:8d:12:12:62:29;0.544324
5c:95:ae:07:43:92;8c:7b:9d:10:65:97;0.316654
5c:95:ae:07:43:92;48:60:bc:06:05:53;0.316654
0c:74:c2:02:09:23;cc:08:e0:13:48:81;0.750921
0c:74:c2:02:09:23;24:ab:81:04:02:93;0.617155
0c:74:c2:02:09:23;d8:9e:3f:14:19:73;0.406845
0c:74:c2:02:09:23;18:9e:fc:03:32:05;0.549684
0c:74:c2:02:09:23;d8:a2:5e:14:31:98;0.292180
0c:74:c2:02:09:23;28:cf:da:04:19:92;0.292180
0c:74:c2:02:09:23;00:26:b0:00:92:73;0.417044
0c:74:c2:02:09:23;04:0c:ce:01:46:35;0.415918
0c:74:c2:02:09:23;10:9a:dd:02:39:84;0.292180
0c:74:c2:02:09:23;b8:8d:12:12:62:29;0.396283
0c:74:c2:02:09:23;8c:7b:9d:10:65:97;0.302379
0c:74:c2:02:09:23;f0:b4:79:15:53:32;1.168613
0c:74:c2:02:09:23;0c:74:c2:02:14:32;0.549684
0c:74:c2:02:09:23;24:ab:81:04:00:46;0.435020
0c:74:c2:02:09:23;6c:c2:6b:08:64:76;0.406845
0c:74:c2:02:09:23;f8:1e:df:16:14:36;0.301254
0c:74:c2:02:09:23;a4:d1:d2:11:96:21;0.301254
0c:74:c2:02:09:23;d8:9e:3f:14:08:95;0.415918
0c:74:c2:02:09:23;b0:79:94:12:36:25;0.302379
0c:74:c2:02:09:23;18:34:51:03:10:06;0.435020
0c:74:c2:02:09:23;54:26:96:06:79:94;0.292180
00:c6:10:01:31:15;f8:1e:df:16:14:21;0.293525
00:c6:10:01:31:15;58:b0:35:07:05:88;0.556175
00:c6:10:01:31:15;20:02:af:03:68:24;0.293525
00:c6:10:01:31:15;6c:c2:6b:08:64:76;0.450619
00:c6:10:01:31:15;54:26:96:06:79:94;0.331764
cc:08:e0:13:48:81;24:ab:81:04:02:93;0.617155
cc:08:e0:13:48:81;d8:9e:3f:14:19:73;0.406845
cc:08:e0:13:48:81;18:9e:fc:03:32:05;0.417044
cc:08:e0:13:48:81;d8:a2:5e:14:31:98;0.292180
cc:08:e0:13:48:81;28:cf:da:04:19:92;0.292180
cc:08:e0:13:48:81;00:26:b0:00:92:73;0.417044
cc:08:e0:13:48:81;10:9a:dd:02:39:84;0.292180
cc:08:e0:13:48:81;8c:7b:9d:10:65:97;0.302379
cc:08:e0:13:48:81;0c:74:c2:02:14:32;0.417044
cc:08:e0:13:48:81;24:ab:81:04:00:46;0.302379
cc:08:e0:13:48:81;6c:c2:6b:08:64:76;0.406845
cc:08:e0:13:48:81;b0:79:94:12:36:25;0.302379
cc:08:e0:13:48:81;18:34:51:03:10:06;0.302379
cc:08:e0:13:48:81;54:26:96:06:79:94;0.292180
f0:b4:79:15:55:72;24:ab:81:04:02:93;0.460530
f0:b4:79:15:55:72;70:73:cb:08:87:78;0.313906
f0:b4:79:15:55:72;04:0c:ce:01:46:35;0.439213
f0:b4:79:15:55:72;58:b0:35:07:05:88;0.584506
f0:b4:79:15:55:72;20:02:af:03:68:24;0.292589
f0:b4:79:15:55:72;0c:74:c2:02:14:32;0.314429
f0:b4:79:15:55:72;f8:1e:df:16:14:36;0.315237
24:ab:81:04:02:93;d8:9e:3f:14:19:73;0.406845
24:ab:81:04:02:93;f8:1e:df:16:14:21;0.419686
24:ab:81:04:02:93;d8:a2:5e:14:31:98;0.292180
24:ab:81:04:02:93;28:cf:da:04:19:92;0.292180
24:ab:81:04:02:93;70:73:cb:08:87:78;0.313906
